xname yname prname i.fold nfolds nrepeats i.fold.inn nfolds.inn nrepeats.inn
17414 eff.and.other.genes.vals surv.grps predictorKendallSVM 12 5 10 3 5 1
17415 path.and.other.genes.vals surv.grps predictorKendallSVM 12 5 10 3 5 1
17416 eff.vals surv.grps predictorKNN 12 5 10 3 5 1
17417 fun.vals surv.grps predictorKNN 12 5 10 3 5 1
17418 genes.vals surv.grps predictorKNN 12 5 10 3 5 1
17419 go.vals surv.grps predictorKNN 12 5 10 3 5 1
17420 path.genes.vals surv.grps predictorKNN 12 5 10 3 5 1
17421 other.genes.vals surv.grps predictorKNN 12 5 10 3 5 1
17422 path.vals surv.grps predictorKNN 12 5 10 3 5 1
17423 eff.and.other.genes.vals surv.grps predictorKNN 12 5 10 3 5 1
17424 path.and.other.genes.vals surv.grps predictorKNN 12 5 10 3 5 1
17425 eff.vals surv.grps predictorLDA 12 5 10 3 5 1
17426 fun.vals surv.grps predictorLDA 12 5 10 3 5 1
17427 genes.vals surv.grps predictorLDA 12 5 10 3 5 1
17428 go.vals surv.grps predictorLDA 12 5 10 3 5 1
17429 path.genes.vals surv.grps predictorLDA 12 5 10 3 5 1
17430 other.genes.vals surv.grps predictorLDA 12 5 10 3 5 1
17431 path.vals surv.grps predictorLDA 12 5 10 3 5 1
17432 eff.and.other.genes.vals surv.grps predictorLDA 12 5 10 3 5 1
17433 path.and.other.genes.vals surv.grps predictorLDA 12 5 10 3 5 1
17434 eff.vals surv.grps predictorLinearSVM 12 5 10 3 5 1
17435 fun.vals surv.grps predictorLinearSVM 12 5 10 3 5 1
17436 genes.vals surv.grps predictorLinearSVM 12 5 10 3 5 1
17437 go.vals surv.grps predictorLinearSVM 12 5 10 3 5 1
17438 path.genes.vals surv.grps predictorLinearSVM 12 5 10 3 5 1
17439 other.genes.vals surv.grps predictorLinearSVM 12 5 10 3 5 1
17440 path.vals surv.grps predictorLinearSVM 12 5 10 3 5 1
17441 eff.and.other.genes.vals surv.grps predictorLinearSVM 12 5 10 3 5 1
17442 path.and.other.genes.vals surv.grps predictorLinearSVM 12 5 10 3 5 1
17443 eff.vals surv.grps predictorLogitLasso 12 5 10 3 5 1
17444 fun.vals surv.grps predictorLogitLasso 12 5 10 3 5 1
17445 genes.vals surv.grps predictorLogitLasso 12 5 10 3 5 1
17446 go.vals surv.grps predictorLogitLasso 12 5 10 3 5 1
17447 path.genes.vals surv.grps predictorLogitLasso 12 5 10 3 5 1
17448 other.genes.vals surv.grps predictorLogitLasso 12 5 10 3 5 1
17449 path.vals surv.grps predictorLogitLasso 12 5 10 3 5 1
17450 eff.and.other.genes.vals surv.grps predictorLogitLasso 12 5 10 3 5 1
17451 path.and.other.genes.vals surv.grps predictorLogitLasso 12 5 10 3 5 1
17452 eff.vals surv.grps predictorNB 12 5 10 3 5 1
17453 fun.vals surv.grps predictorNB 12 5 10 3 5 1
17454 genes.vals surv.grps predictorNB 12 5 10 3 5 1
17455 go.vals surv.grps predictorNB 12 5 10 3 5 1
17456 path.genes.vals surv.grps predictorNB 12 5 10 3 5 1
17457 other.genes.vals surv.grps predictorNB 12 5 10 3 5 1
17458 path.vals surv.grps predictorNB 12 5 10 3 5 1
17459 eff.and.other.genes.vals surv.grps predictorNB 12 5 10 3 5 1
17460 path.and.other.genes.vals surv.grps predictorNB 12 5 10 3 5 1
17461 eff.vals surv.grps predictorPAM 12 5 10 3 5 1
17462 fun.vals surv.grps predictorPAM 12 5 10 3 5 1
17463 genes.vals surv.grps predictorPAM 12 5 10 3 5 1
17464 go.vals surv.grps predictorPAM 12 5 10 3 5 1
17465 path.genes.vals surv.grps predictorPAM 12 5 10 3 5 1
17466 other.genes.vals surv.grps predictorPAM 12 5 10 3 5 1
17467 path.vals surv.grps predictorPAM 12 5 10 3 5 1
17468 eff.and.other.genes.vals surv.grps predictorPAM 12 5 10 3 5 1
17469 path.and.other.genes.vals surv.grps predictorPAM 12 5 10 3 5 1
17470 eff.vals surv.grps predictorRadialSVM 12 5 10 3 5 1
17471 fun.vals surv.grps predictorRadialSVM 12 5 10 3 5 1
17472 genes.vals surv.grps predictorRadialSVM 12 5 10 3 5 1
17473 go.vals surv.grps predictorRadialSVM 12 5 10 3 5 1
17474 path.genes.vals surv.grps predictorRadialSVM 12 5 10 3 5 1
17475 other.genes.vals surv.grps predictorRadialSVM 12 5 10 3 5 1
17476 path.vals surv.grps predictorRadialSVM 12 5 10 3 5 1
17477 eff.and.other.genes.vals surv.grps predictorRadialSVM 12 5 10 3 5 1
17478 path.and.other.genes.vals surv.grps predictorRadialSVM 12 5 10 3 5 1
17479 eff.vals surv.grps predictorRF 12 5 10 3 5 1
17480 fun.vals surv.grps predictorRF 12 5 10 3 5 1
17481 genes.vals surv.grps predictorRF 12 5 10 3 5 1
17482 go.vals surv.grps predictorRF 12 5 10 3 5 1
17483 path.genes.vals surv.grps predictorRF 12 5 10 3 5 1
17484 other.genes.vals surv.grps predictorRF 12 5 10 3 5 1
17485 path.vals surv.grps predictorRF 12 5 10 3 5 1
17486 eff.and.other.genes.vals surv.grps predictorRF 12 5 10 3 5 1
17487 path.and.other.genes.vals surv.grps predictorRF 12 5 10 3 5 1
17488 eff.vals surv.grps predictorSparseSVM 12 5 10 3 5 1
17489 fun.vals surv.grps predictorSparseSVM 12 5 10 3 5 1
17490 genes.vals surv.grps predictorSparseSVM 12 5 10 3 5 1
17491 go.vals surv.grps predictorSparseSVM 12 5 10 3 5 1
17492 path.genes.vals surv.grps predictorSparseSVM 12 5 10 3 5 1
17493 other.genes.vals surv.grps predictorSparseSVM 12 5 10 3 5 1
17494 path.vals surv.grps predictorSparseSVM 12 5 10 3 5 1
17495 eff.and.other.genes.vals surv.grps predictorSparseSVM 12 5 10 3 5 1
17496 path.and.other.genes.vals surv.grps predictorSparseSVM 12 5 10 3 5 1
17497 eff.vals surv.grps predictorConstant 13 5 10 3 5 1
17498 fun.vals surv.grps predictorConstant 13 5 10 3 5 1
17499 genes.vals surv.grps predictorConstant 13 5 10 3 5 1
17500 go.vals surv.grps predictorConstant 13 5 10 3 5 1
17501 path.genes.vals surv.grps predictorConstant 13 5 10 3 5 1
17502 other.genes.vals surv.grps predictorConstant 13 5 10 3 5 1
17503 path.vals surv.grps predictorConstant 13 5 10 3 5 1
17504 eff.and.other.genes.vals surv.grps predictorConstant 13 5 10 3 5 1
17505 path.and.other.genes.vals surv.grps predictorConstant 13 5 10 3 5 1
17506 eff.vals surv.grps predictorGBM 13 5 10 3 5 1
17507 fun.vals surv.grps predictorGBM 13 5 10 3 5 1
17508 genes.vals surv.grps predictorGBM 13 5 10 3 5 1
17509 go.vals surv.grps predictorGBM 13 5 10 3 5 1
17510 path.genes.vals surv.grps predictorGBM 13 5 10 3 5 1
17511 other.genes.vals surv.grps predictorGBM 13 5 10 3 5 1
17512 path.vals surv.grps predictorGBM 13 5 10 3 5 1
17513 eff.and.other.genes.vals surv.grps predictorGBM 13 5 10 3 5 1
17514 path.and.other.genes.vals surv.grps predictorGBM 13 5 10 3 5 1
17515 eff.vals surv.grps predictorKendallSVM 13 5 10 3 5 1
17516 fun.vals surv.grps predictorKendallSVM 13 5 10 3 5 1
17517 genes.vals surv.grps predictorKendallSVM 13 5 10 3 5 1
17518 go.vals surv.grps predictorKendallSVM 13 5 10 3 5 1
17519 path.genes.vals surv.grps predictorKendallSVM 13 5 10 3 5 1
17520 other.genes.vals surv.grps predictorKendallSVM 13 5 10 3 5 1
17521 path.vals surv.grps predictorKendallSVM 13 5 10 3 5 1
17522 eff.and.other.genes.vals surv.grps predictorKendallSVM 13 5 10 3 5 1
17523 path.and.other.genes.vals surv.grps predictorKendallSVM 13 5 10 3 5 1
17524 eff.vals surv.grps predictorKNN 13 5 10 3 5 1
17525 fun.vals surv.grps predictorKNN 13 5 10 3 5 1
17526 genes.vals surv.grps predictorKNN 13 5 10 3 5 1
17527 go.vals surv.grps predictorKNN 13 5 10 3 5 1
17528 path.genes.vals surv.grps predictorKNN 13 5 10 3 5 1
17529 other.genes.vals surv.grps predictorKNN 13 5 10 3 5 1
17530 path.vals surv.grps predictorKNN 13 5 10 3 5 1
17531 eff.and.other.genes.vals surv.grps predictorKNN 13 5 10 3 5 1
17532 path.and.other.genes.vals surv.grps predictorKNN 13 5 10 3 5 1
17533 eff.vals surv.grps predictorLDA 13 5 10 3 5 1
17534 fun.vals surv.grps predictorLDA 13 5 10 3 5 1
17535 genes.vals surv.grps predictorLDA 13 5 10 3 5 1
17536 go.vals surv.grps predictorLDA 13 5 10 3 5 1
17537 path.genes.vals surv.grps predictorLDA 13 5 10 3 5 1
17538 other.genes.vals surv.grps predictorLDA 13 5 10 3 5 1
17539 path.vals surv.grps predictorLDA 13 5 10 3 5 1
17540 eff.and.other.genes.vals surv.grps predictorLDA 13 5 10 3 5 1
17541 path.and.other.genes.vals surv.grps predictorLDA 13 5 10 3 5 1
17542 eff.vals surv.grps predictorLinearSVM 13 5 10 3 5 1
17543 fun.vals surv.grps predictorLinearSVM 13 5 10 3 5 1
17544 genes.vals surv.grps predictorLinearSVM 13 5 10 3 5 1
17545 go.vals surv.grps predictorLinearSVM 13 5 10 3 5 1
17546 path.genes.vals surv.grps predictorLinearSVM 13 5 10 3 5 1
17547 other.genes.vals surv.grps predictorLinearSVM 13 5 10 3 5 1
17548 path.vals surv.grps predictorLinearSVM 13 5 10 3 5 1
17549 eff.and.other.genes.vals surv.grps predictorLinearSVM 13 5 10 3 5 1
17550 path.and.other.genes.vals surv.grps predictorLinearSVM 13 5 10 3 5 1
17551 eff.vals surv.grps predictorLogitLasso 13 5 10 3 5 1
17552 fun.vals surv.grps predictorLogitLasso 13 5 10 3 5 1
17553 genes.vals surv.grps predictorLogitLasso 13 5 10 3 5 1
17554 go.vals surv.grps predictorLogitLasso 13 5 10 3 5 1
17555 path.genes.vals surv.grps predictorLogitLasso 13 5 10 3 5 1
17556 other.genes.vals surv.grps predictorLogitLasso 13 5 10 3 5 1
17557 path.vals surv.grps predictorLogitLasso 13 5 10 3 5 1
17558 eff.and.other.genes.vals surv.grps predictorLogitLasso 13 5 10 3 5 1
17559 path.and.other.genes.vals surv.grps predictorLogitLasso 13 5 10 3 5 1
17560 eff.vals surv.grps predictorNB 13 5 10 3 5 1
17561 fun.vals surv.grps predictorNB 13 5 10 3 5 1
17562 genes.vals surv.grps predictorNB 13 5 10 3 5 1
17563 go.vals surv.grps predictorNB 13 5 10 3 5 1
17564 path.genes.vals surv.grps predictorNB 13 5 10 3 5 1
17565 other.genes.vals surv.grps predictorNB 13 5 10 3 5 1
17566 path.vals surv.grps predictorNB 13 5 10 3 5 1
17567 eff.and.other.genes.vals surv.grps predictorNB 13 5 10 3 5 1
17568 path.and.other.genes.vals surv.grps predictorNB 13 5 10 3 5 1
17569 eff.vals surv.grps predictorPAM 13 5 10 3 5 1
17570 fun.vals surv.grps predictorPAM 13 5 10 3 5 1
17571 genes.vals surv.grps predictorPAM 13 5 10 3 5 1
17572 go.vals surv.grps predictorPAM 13 5 10 3 5 1
17573 path.genes.vals surv.grps predictorPAM 13 5 10 3 5 1
17574 other.genes.vals surv.grps predictorPAM 13 5 10 3 5 1
17575 path.vals surv.grps predictorPAM 13 5 10 3 5 1
17576 eff.and.other.genes.vals surv.grps predictorPAM 13 5 10 3 5 1
17577 path.and.other.genes.vals surv.grps predictorPAM 13 5 10 3 5 1
17578 eff.vals surv.grps predictorRadialSVM 13 5 10 3 5 1
17579 fun.vals surv.grps predictorRadialSVM 13 5 10 3 5 1
17580 genes.vals surv.grps predictorRadialSVM 13 5 10 3 5 1
17581 go.vals surv.grps predictorRadialSVM 13 5 10 3 5 1
17582 path.genes.vals surv.grps predictorRadialSVM 13 5 10 3 5 1
17583 other.genes.vals surv.grps predictorRadialSVM 13 5 10 3 5 1
17584 path.vals surv.grps predictorRadialSVM 13 5 10 3 5 1
17585 eff.and.other.genes.vals surv.grps predictorRadialSVM 13 5 10 3 5 1
17586 path.and.other.genes.vals surv.grps predictorRadialSVM 13 5 10 3 5 1
17587 eff.vals surv.grps predictorRF 13 5 10 3 5 1
17588 fun.vals surv.grps predictorRF 13 5 10 3 5 1
17589 genes.vals surv.grps predictorRF 13 5 10 3 5 1
17590 go.vals surv.grps predictorRF 13 5 10 3 5 1
17591 path.genes.vals surv.grps predictorRF 13 5 10 3 5 1
17592 other.genes.vals surv.grps predictorRF 13 5 10 3 5 1
17593 path.vals surv.grps predictorRF 13 5 10 3 5 1
17594 eff.and.other.genes.vals surv.grps predictorRF 13 5 10 3 5 1
17595 path.and.other.genes.vals surv.grps predictorRF 13 5 10 3 5 1
17596 eff.vals surv.grps predictorSparseSVM 13 5 10 3 5 1
17597 fun.vals surv.grps predictorSparseSVM 13 5 10 3 5 1
17598 genes.vals surv.grps predictorSparseSVM 13 5 10 3 5 1
17599 go.vals surv.grps predictorSparseSVM 13 5 10 3 5 1
17600 path.genes.vals surv.grps predictorSparseSVM 13 5 10 3 5 1
17601 other.genes.vals surv.grps predictorSparseSVM 13 5 10 3 5 1
17602 path.vals surv.grps predictorSparseSVM 13 5 10 3 5 1
17603 eff.and.other.genes.vals surv.grps predictorSparseSVM 13 5 10 3 5 1
17604 path.and.other.genes.vals surv.grps predictorSparseSVM 13 5 10 3 5 1
17605 eff.vals surv.grps predictorConstant 14 5 10 3 5 1
17606 fun.vals surv.grps predictorConstant 14 5 10 3 5 1
17607 genes.vals surv.grps predictorConstant 14 5 10 3 5 1
17608 go.vals surv.grps predictorConstant 14 5 10 3 5 1
17609 path.genes.vals surv.grps predictorConstant 14 5 10 3 5 1
17610 other.genes.vals surv.grps predictorConstant 14 5 10 3 5 1
17611 path.vals surv.grps predictorConstant 14 5 10 3 5 1
17612 eff.and.other.genes.vals surv.grps predictorConstant 14 5 10 3 5 1
17613 path.and.other.genes.vals surv.grps predictorConstant 14 5 10 3 5 1
17614 eff.vals surv.grps predictorGBM 14 5 10 3 5 1
17615 fun.vals surv.grps predictorGBM 14 5 10 3 5 1
17616 genes.vals surv.grps predictorGBM 14 5 10 3 5 1
17617 go.vals surv.grps predictorGBM 14 5 10 3 5 1
17618 path.genes.vals surv.grps predictorGBM 14 5 10 3 5 1
17619 other.genes.vals surv.grps predictorGBM 14 5 10 3 5 1
17620 path.vals surv.grps predictorGBM 14 5 10 3 5 1
17621 eff.and.other.genes.vals surv.grps predictorGBM 14 5 10 3 5 1
17622 path.and.other.genes.vals surv.grps predictorGBM 14 5 10 3 5 1
17623 eff.vals surv.grps predictorKendallSVM 14 5 10 3 5 1
17624 fun.vals surv.grps predictorKendallSVM 14 5 10 3 5 1
17625 genes.vals surv.grps predictorKendallSVM 14 5 10 3 5 1
17626 go.vals surv.grps predictorKendallSVM 14 5 10 3 5 1
17627 path.genes.vals surv.grps predictorKendallSVM 14 5 10 3 5 1
17628 other.genes.vals surv.grps predictorKendallSVM 14 5 10 3 5 1
17629 path.vals surv.grps predictorKendallSVM 14 5 10 3 5 1
17630 eff.and.other.genes.vals surv.grps predictorKendallSVM 14 5 10 3 5 1
17631 path.and.other.genes.vals surv.grps predictorKendallSVM 14 5 10 3 5 1
17632 eff.vals surv.grps predictorKNN 14 5 10 3 5 1
17633 fun.vals surv.grps predictorKNN 14 5 10 3 5 1
17634 genes.vals surv.grps predictorKNN 14 5 10 3 5 1
17635 go.vals surv.grps predictorKNN 14 5 10 3 5 1
17636 path.genes.vals surv.grps predictorKNN 14 5 10 3 5 1
17637 other.genes.vals surv.grps predictorKNN 14 5 10 3 5 1
17638 path.vals surv.grps predictorKNN 14 5 10 3 5 1
17639 eff.and.other.genes.vals surv.grps predictorKNN 14 5 10 3 5 1
17640 path.and.other.genes.vals surv.grps predictorKNN 14 5 10 3 5 1
17641 eff.vals surv.grps predictorLDA 14 5 10 3 5 1
17642 fun.vals surv.grps predictorLDA 14 5 10 3 5 1
17643 genes.vals surv.grps predictorLDA 14 5 10 3 5 1
17644 go.vals surv.grps predictorLDA 14 5 10 3 5 1
17645 path.genes.vals surv.grps predictorLDA 14 5 10 3 5 1
17646 other.genes.vals surv.grps predictorLDA 14 5 10 3 5 1
17647 path.vals surv.grps predictorLDA 14 5 10 3 5 1
17648 eff.and.other.genes.vals surv.grps predictorLDA 14 5 10 3 5 1
17649 path.and.other.genes.vals surv.grps predictorLDA 14 5 10 3 5 1
17650 eff.vals surv.grps predictorLinearSVM 14 5 10 3 5 1
17651 fun.vals surv.grps predictorLinearSVM 14 5 10 3 5 1
17652 genes.vals surv.grps predictorLinearSVM 14 5 10 3 5 1
17653 go.vals surv.grps predictorLinearSVM 14 5 10 3 5 1
17654 path.genes.vals surv.grps predictorLinearSVM 14 5 10 3 5 1
17655 other.genes.vals surv.grps predictorLinearSVM 14 5 10 3 5 1
17656 path.vals surv.grps predictorLinearSVM 14 5 10 3 5 1
17657 eff.and.other.genes.vals surv.grps predictorLinearSVM 14 5 10 3 5 1
17658 path.and.other.genes.vals surv.grps predictorLinearSVM 14 5 10 3 5 1
17659 eff.vals surv.grps predictorLogitLasso 14 5 10 3 5 1
17660 fun.vals surv.grps predictorLogitLasso 14 5 10 3 5 1
17661 genes.vals surv.grps predictorLogitLasso 14 5 10 3 5 1
17662 go.vals surv.grps predictorLogitLasso 14 5 10 3 5 1
17663 path.genes.vals surv.grps predictorLogitLasso 14 5 10 3 5 1
17664 other.genes.vals surv.grps predictorLogitLasso 14 5 10 3 5 1
17665 path.vals surv.grps predictorLogitLasso 14 5 10 3 5 1
17666 eff.and.other.genes.vals surv.grps predictorLogitLasso 14 5 10 3 5 1
17667 path.and.other.genes.vals surv.grps predictorLogitLasso 14 5 10 3 5 1
17668 eff.vals surv.grps predictorNB 14 5 10 3 5 1
17669 fun.vals surv.grps predictorNB 14 5 10 3 5 1
17670 genes.vals surv.grps predictorNB 14 5 10 3 5 1
17671 go.vals surv.grps predictorNB 14 5 10 3 5 1
17672 path.genes.vals surv.grps predictorNB 14 5 10 3 5 1
17673 other.genes.vals surv.grps predictorNB 14 5 10 3 5 1
17674 path.vals surv.grps predictorNB 14 5 10 3 5 1
17675 eff.and.other.genes.vals surv.grps predictorNB 14 5 10 3 5 1
17676 path.and.other.genes.vals surv.grps predictorNB 14 5 10 3 5 1
17677 eff.vals surv.grps predictorPAM 14 5 10 3 5 1
17678 fun.vals surv.grps predictorPAM 14 5 10 3 5 1
17679 genes.vals surv.grps predictorPAM 14 5 10 3 5 1
17680 go.vals surv.grps predictorPAM 14 5 10 3 5 1
17681 path.genes.vals surv.grps predictorPAM 14 5 10 3 5 1
17682 other.genes.vals surv.grps predictorPAM 14 5 10 3 5 1
17683 path.vals surv.grps predictorPAM 14 5 10 3 5 1
17684 eff.and.other.genes.vals surv.grps predictorPAM 14 5 10 3 5 1
17685 path.and.other.genes.vals surv.grps predictorPAM 14 5 10 3 5 1
17686 eff.vals surv.grps predictorRadialSVM 14 5 10 3 5 1
17687 fun.vals surv.grps predictorRadialSVM 14 5 10 3 5 1
17688 genes.vals surv.grps predictorRadialSVM 14 5 10 3 5 1
17689 go.vals surv.grps predictorRadialSVM 14 5 10 3 5 1
17690 path.genes.vals surv.grps predictorRadialSVM 14 5 10 3 5 1
17691 other.genes.vals surv.grps predictorRadialSVM 14 5 10 3 5 1
17692 path.vals surv.grps predictorRadialSVM 14 5 10 3 5 1
17693 eff.and.other.genes.vals surv.grps predictorRadialSVM 14 5 10 3 5 1
17694 path.and.other.genes.vals surv.grps predictorRadialSVM 14 5 10 3 5 1
17695 eff.vals surv.grps predictorRF 14 5 10 3 5 1
17696 fun.vals surv.grps predictorRF 14 5 10 3 5 1
17697 genes.vals surv.grps predictorRF 14 5 10 3 5 1
17698 go.vals surv.grps predictorRF 14 5 10 3 5 1
17699 path.genes.vals surv.grps predictorRF 14 5 10 3 5 1
17700 other.genes.vals surv.grps predictorRF 14 5 10 3 5 1
17701 path.vals surv.grps predictorRF 14 5 10 3 5 1
17702 eff.and.other.genes.vals surv.grps predictorRF 14 5 10 3 5 1
17703 path.and.other.genes.vals surv.grps predictorRF 14 5 10 3 5 1
17704 eff.vals surv.grps predictorSparseSVM 14 5 10 3 5 1
17705 fun.vals surv.grps predictorSparseSVM 14 5 10 3 5 1
17706 genes.vals surv.grps predictorSparseSVM 14 5 10 3 5 1
17707 go.vals surv.grps predictorSparseSVM 14 5 10 3 5 1
17708 path.genes.vals surv.grps predictorSparseSVM 14 5 10 3 5 1
17709 other.genes.vals surv.grps predictorSparseSVM 14 5 10 3 5 1
17710 path.vals surv.grps predictorSparseSVM 14 5 10 3 5 1
17711 eff.and.other.genes.vals surv.grps predictorSparseSVM 14 5 10 3 5 1
17712 path.and.other.genes.vals surv.grps predictorSparseSVM 14 5 10 3 5 1
17713 eff.vals surv.grps predictorConstant 15 5 10 3 5 1
17714 fun.vals surv.grps predictorConstant 15 5 10 3 5 1
17715 genes.vals surv.grps predictorConstant 15 5 10 3 5 1
17716 go.vals surv.grps predictorConstant 15 5 10 3 5 1
17717 path.genes.vals surv.grps predictorConstant 15 5 10 3 5 1
17718 other.genes.vals surv.grps predictorConstant 15 5 10 3 5 1
17719 path.vals surv.grps predictorConstant 15 5 10 3 5 1
17720 eff.and.other.genes.vals surv.grps predictorConstant 15 5 10 3 5 1
17721 path.and.other.genes.vals surv.grps predictorConstant 15 5 10 3 5 1
17722 eff.vals surv.grps predictorGBM 15 5 10 3 5 1
17723 fun.vals surv.grps predictorGBM 15 5 10 3 5 1
17724 genes.vals surv.grps predictorGBM 15 5 10 3 5 1
17725 go.vals surv.grps predictorGBM 15 5 10 3 5 1
17726 path.genes.vals surv.grps predictorGBM 15 5 10 3 5 1
17727 other.genes.vals surv.grps predictorGBM 15 5 10 3 5 1
17728 path.vals surv.grps predictorGBM 15 5 10 3 5 1
17729 eff.and.other.genes.vals surv.grps predictorGBM 15 5 10 3 5 1
17730 path.and.other.genes.vals surv.grps predictorGBM 15 5 10 3 5 1
17731 eff.vals surv.grps predictorKendallSVM 15 5 10 3 5 1
17732 fun.vals surv.grps predictorKendallSVM 15 5 10 3 5 1
17733 genes.vals surv.grps predictorKendallSVM 15 5 10 3 5 1
17734 go.vals surv.grps predictorKendallSVM 15 5 10 3 5 1
17735 path.genes.vals surv.grps predictorKendallSVM 15 5 10 3 5 1
17736 other.genes.vals surv.grps predictorKendallSVM 15 5 10 3 5 1
17737 path.vals surv.grps predictorKendallSVM 15 5 10 3 5 1
17738 eff.and.other.genes.vals surv.grps predictorKendallSVM 15 5 10 3 5 1
17739 path.and.other.genes.vals surv.grps predictorKendallSVM 15 5 10 3 5 1
17740 eff.vals surv.grps predictorKNN 15 5 10 3 5 1
17741 fun.vals surv.grps predictorKNN 15 5 10 3 5 1
17742 genes.vals surv.grps predictorKNN 15 5 10 3 5 1
17743 go.vals surv.grps predictorKNN 15 5 10 3 5 1
17744 path.genes.vals surv.grps predictorKNN 15 5 10 3 5 1
17745 other.genes.vals surv.grps predictorKNN 15 5 10 3 5 1
17746 path.vals surv.grps predictorKNN 15 5 10 3 5 1
17747 eff.and.other.genes.vals surv.grps predictorKNN 15 5 10 3 5 1
17748 path.and.other.genes.vals surv.grps predictorKNN 15 5 10 3 5 1
17749 eff.vals surv.grps predictorLDA 15 5 10 3 5 1
17750 fun.vals surv.grps predictorLDA 15 5 10 3 5 1
17751 genes.vals surv.grps predictorLDA 15 5 10 3 5 1
17752 go.vals surv.grps predictorLDA 15 5 10 3 5 1
17753 path.genes.vals surv.grps predictorLDA 15 5 10 3 5 1
17754 other.genes.vals surv.grps predictorLDA 15 5 10 3 5 1
17755 path.vals surv.grps predictorLDA 15 5 10 3 5 1
17756 eff.and.other.genes.vals surv.grps predictorLDA 15 5 10 3 5 1
17757 path.and.other.genes.vals surv.grps predictorLDA 15 5 10 3 5 1
17758 eff.vals surv.grps predictorLinearSVM 15 5 10 3 5 1
17759 fun.vals surv.grps predictorLinearSVM 15 5 10 3 5 1
17760 genes.vals surv.grps predictorLinearSVM 15 5 10 3 5 1
17761 go.vals surv.grps predictorLinearSVM 15 5 10 3 5 1
17762 path.genes.vals surv.grps predictorLinearSVM 15 5 10 3 5 1
17763 other.genes.vals surv.grps predictorLinearSVM 15 5 10 3 5 1
17764 path.vals surv.grps predictorLinearSVM 15 5 10 3 5 1
17765 eff.and.other.genes.vals surv.grps predictorLinearSVM 15 5 10 3 5 1
17766 path.and.other.genes.vals surv.grps predictorLinearSVM 15 5 10 3 5 1
17767 eff.vals surv.grps predictorLogitLasso 15 5 10 3 5 1
17768 fun.vals surv.grps predictorLogitLasso 15 5 10 3 5 1
17769 genes.vals surv.grps predictorLogitLasso 15 5 10 3 5 1
17770 go.vals surv.grps predictorLogitLasso 15 5 10 3 5 1
17771 path.genes.vals surv.grps predictorLogitLasso 15 5 10 3 5 1
17772 other.genes.vals surv.grps predictorLogitLasso 15 5 10 3 5 1
17773 path.vals surv.grps predictorLogitLasso 15 5 10 3 5 1
17774 eff.and.other.genes.vals surv.grps predictorLogitLasso 15 5 10 3 5 1
17775 path.and.other.genes.vals surv.grps predictorLogitLasso 15 5 10 3 5 1
17776 eff.vals surv.grps predictorNB 15 5 10 3 5 1
17777 fun.vals surv.grps predictorNB 15 5 10 3 5 1
17778 genes.vals surv.grps predictorNB 15 5 10 3 5 1
17779 go.vals surv.grps predictorNB 15 5 10 3 5 1
17780 path.genes.vals surv.grps predictorNB 15 5 10 3 5 1
17781 other.genes.vals surv.grps predictorNB 15 5 10 3 5 1
17782 path.vals surv.grps predictorNB 15 5 10 3 5 1
17783 eff.and.other.genes.vals surv.grps predictorNB 15 5 10 3 5 1
17784 path.and.other.genes.vals surv.grps predictorNB 15 5 10 3 5 1
17785 eff.vals surv.grps predictorPAM 15 5 10 3 5 1
17786 fun.vals surv.grps predictorPAM 15 5 10 3 5 1
17787 genes.vals surv.grps predictorPAM 15 5 10 3 5 1
17788 go.vals surv.grps predictorPAM 15 5 10 3 5 1
17789 path.genes.vals surv.grps predictorPAM 15 5 10 3 5 1
17790 other.genes.vals surv.grps predictorPAM 15 5 10 3 5 1
17791 path.vals surv.grps predictorPAM 15 5 10 3 5 1
17792 eff.and.other.genes.vals surv.grps predictorPAM 15 5 10 3 5 1
17793 path.and.other.genes.vals surv.grps predictorPAM 15 5 10 3 5 1
17794 eff.vals surv.grps predictorRadialSVM 15 5 10 3 5 1
17795 fun.vals surv.grps predictorRadialSVM 15 5 10 3 5 1
17796 genes.vals surv.grps predictorRadialSVM 15 5 10 3 5 1
17797 go.vals surv.grps predictorRadialSVM 15 5 10 3 5 1
17798 path.genes.vals surv.grps predictorRadialSVM 15 5 10 3 5 1
17799 other.genes.vals surv.grps predictorRadialSVM 15 5 10 3 5 1
17800 path.vals surv.grps predictorRadialSVM 15 5 10 3 5 1
17801 eff.and.other.genes.vals surv.grps predictorRadialSVM 15 5 10 3 5 1
17802 path.and.other.genes.vals surv.grps predictorRadialSVM 15 5 10 3 5 1
17803 eff.vals surv.grps predictorRF 15 5 10 3 5 1
17804 fun.vals surv.grps predictorRF 15 5 10 3 5 1
17805 genes.vals surv.grps predictorRF 15 5 10 3 5 1
17806 go.vals surv.grps predictorRF 15 5 10 3 5 1
17807 path.genes.vals surv.grps predictorRF 15 5 10 3 5 1
17808 other.genes.vals surv.grps predictorRF 15 5 10 3 5 1
17809 path.vals surv.grps predictorRF 15 5 10 3 5 1
17810 eff.and.other.genes.vals surv.grps predictorRF 15 5 10 3 5 1
17811 path.and.other.genes.vals surv.grps predictorRF 15 5 10 3 5 1
17812 eff.vals surv.grps predictorSparseSVM 15 5 10 3 5 1
17813 fun.vals surv.grps predictorSparseSVM 15 5 10 3 5 1
17814 genes.vals surv.grps predictorSparseSVM 15 5 10 3 5 1
